,MATCH_ID,MAP,TOURNAMENT,TEAM,SIDE,SCORE,RESULT,DURATION,HERO_1,HERO_2,HERO_3,HERO_4,HERO_5
20392,607,2,DPC 2023 Summer Tour - Eastern Europe Division 1,BetBoom Team,dire,22,WIN,34:22,Troll Warlord,Tiny,Magnus,Keeper of the Light,Lich
20393,607,2,DPC 2023 Summer Tour - Eastern Europe Division 1,Nemiga Gaming,radiant,10,LOSE,34:22,Juggernaut,Batrider,Pangolier,Spirit Breaker,Techies
20394,607,3,DPC 2023 Summer Tour - Eastern Europe Division 1,BetBoom Team,dire,20,WIN,25:06,Terrorblade,Pangolier,Magnus,Disruptor,Enchantress
20395,607,3,DPC 2023 Summer Tour - Eastern Europe Division 1,Nemiga Gaming,radiant,9,LOSE,25:06,Clinkz,Windranger,Axe,Techies,Void Spirit
20396,608,1,DPC 2023 Summer Tour - Eastern Europe Division 1,BetBoom Team,dire,27,WIN,23:10,Troll Warlord,Void Spirit,Doom,Disruptor,Pugna
20397,608,1,DPC 2023 Summer Tour - Eastern Europe Division 1,UALEIKUMNIHAO,radiant,4,LOSE,23:10,Sven,Beastmaster,Pangolier,Rubick,Techies
20398,608,2,DPC 2023 Summer Tour - Eastern Europe Division 1,BetBoom Team,radiant,39,WIN,29:23,Medusa,Ember Spirit,Pudge,Crystal Maiden,Enchantress
20399,608,2,DPC 2023 Summer Tour - Eastern Europe Division 1,UALEIKUMNIHAO,dire,20,LOSE,29:23,Bloodseeker,Huskar,Broodmother,Disruptor,Clinkz
20400,609,1,DPC 2023 Summer Tour - Eastern Europe Division 1,Virtus.pro,dire,28,WIN,49:18,Chaos Knight,Queen of Pain,Beastmaster,Skywrath Mage,Pugna
20401,609,1,DPC 2023 Summer Tour - Eastern Europe Division 1,One Move,radiant,20,LOSE,49:18,Terrorblade,Pangolier,Doom,Rubick,Undying
20402,609,2,DPC 2023 Summer Tour - Eastern Europe Division 1,Virtus.pro,radiant,23,WIN,36:01,Luna,Queen of Pain,Beastmaster,Bane,Pugna
20403,609,2,DPC 2023 Summer Tour - Eastern Europe Division 1,One Move,dire,22,LOSE,36:01,Juggernaut,Pangolier,Doom,Hoodwink,Lich
20404,610,1,DPC 2023 Summer Tour - Eastern Europe Division 1,Virtus.pro,dire,25,WIN,50:43,Terrorblade,Storm Spirit,Timbersaw,Pugna,Undying
20405,610,1,DPC 2023 Summer Tour - Eastern Europe Division 1,Hydra,radiant,17,LOSE,50:43,Phantom Lancer,Void Spirit,Beastmaster,Mirana,Silencer
20406,610,2,DPC 2023 Summer Tour - Eastern Europe Division 1,Virtus.pro,radiant,14,LOSE,42:35,Monkey King,Puck,Bounty Hunter,Techies,Oracle
20407,610,2,DPC 2023 Summer Tour - Eastern Europe Division 1,Hydra,dire,30,WIN,42:35,Templar Assassin,Batrider,Rubick,Storm Spirit,Pugna
20408,610,3,DPC 2023 Summer Tour - Eastern Europe Division 1,Virtus.pro,radiant,15,WIN,36:04,Luna,Tiny,Beastmaster,Skywrath Mage,Techies
20409,610,3,DPC 2023 Summer Tour - Eastern Europe Division 1,Hydra,dire,11,LOSE,36:04,Batrider,Storm Spirit,Magnus,Rubick,Keeper of the Light
20410,611,1,DPC 2023 Summer Tour - Eastern Europe Division 1,Virtus.pro,dire,12,LOSE,38:59,Juggernaut,Queen of Pain,Underlord,Shadow Demon,Spirit Breaker
20411,611,1,DPC 2023 Summer Tour - Eastern Europe Division 1,Nemiga Gaming,radiant,40,WIN,38:59,Medusa,Batrider,Timbersaw,Disruptor,Dark Seer
20412,611,2,DPC 2023 Summer Tour - Eastern Europe Division 1,Virtus.pro,dire,38,WIN,47:46,Bloodseeker,Void Spirit,Axe,Skywrath Mage,Techies
20413,611,2,DPC 2023 Summer Tour - Eastern Europe Division 1,Nemiga Gaming,radiant,23,LOSE,47:46,Templar Assassin,Storm Spirit,Beastmaster,Keeper of the Light,Lich
20414,611,3,DPC 2023 Summer Tour - Eastern Europe Division 1,Virtus.pro,dire,22,WIN,29:26,Alchemist,Windranger,Beastmaster,Mirana,Techies
20415,611,3,DPC 2023 Summer Tour - Eastern Europe Division 1,Nemiga Gaming,radiant,3,LOSE,29:26,Terrorblade,Pangolier,Doom,Rubick,Enchantress
20416,612,1,DPC 2023 Summer Tour - Eastern Europe Division 1,Virtus.pro,dire,16,WIN,31:37,Alchemist,Storm Spirit,Timbersaw,Techies,Pugna
20417,612,1,DPC 2023 Summer Tour - Eastern Europe Division 1,UALEIKUMNIHAO,radiant,10,LOSE,31:37,Sven,Puck,Doom,Rubick,Disruptor
20418,612,2,DPC 2023 Summer Tour - Eastern Europe Division 1,Virtus.pro,radiant,18,WIN,41:21,Medusa,Storm Spirit,Underlord,Clockwerk,Pugna
20419,612,2,DPC 2023 Summer Tour - Eastern Europe Division 1,UALEIKUMNIHAO,dire,23,LOSE,41:21,Doom,Windranger,Puck,Skywrath Mage,Enchantress
20420,613,1,DPC 2023 Summer Tour - Eastern Europe Division 1,One Move,radiant,15,LOSE,36:28,Terrorblade,Ember Spirit,Beastmaster,Skywrath Mage,Lich
20421,613,1,DPC 2023 Summer Tour - Eastern Europe Division 1,Hydra,dire,31,WIN,36:28,Monkey King,Timbersaw,Alchemist,Techies,Crystal Maiden
20422,613,2,DPC 2023 Summer Tour - Eastern Europe Division 1,One Move,radiant,28,WIN,39:41,Terrorblade,Beastmaster,Primal Beast,Rubick,Oracle
20423,613,2,DPC 2023 Summer Tour - Eastern Europe Division 1,Hydra,dire,10,LOSE,39:41,Phantom Lancer,Void Spirit,Underlord,Enchantress,Pugna
20424,613,3,DPC 2023 Summer Tour - Eastern Europe Division 1,One Move,radiant,29,WIN,40:18,Medusa,Puck,Alchemist,Mirana,Crystal Maiden
20425,613,3,DPC 2023 Summer Tour - Eastern Europe Division 1,Hydra,dire,13,LOSE,40:18,Shadow Fiend,Batrider,Doom,Disruptor,Silencer
20426,614,1,DPC 2023 Summer Tour - Eastern Europe Division 1,One Move,radiant,11,LOSE,27:48,Monkey King,Puck,Magnus,Mirana,Crystal Maiden
20427,614,1,DPC 2023 Summer Tour - Eastern Europe Division 1,Nemiga Gaming,dire,21,WIN,27:48,Juggernaut,Death Prophet,Pangolier,Rubick,Techies
20428,614,2,DPC 2023 Summer Tour - Eastern Europe Division 1,One Move,dire,28,LOSE,54:16,Sven,Puck,Dark Seer,Spirit Breaker,Crystal Maiden
20429,614,2,DPC 2023 Summer Tour - Eastern Europe Division 1,Nemiga Gaming,radiant,34,WIN,54:16,Morphling,Pangolier,Magnus,Techies,Disruptor
20430,615,1,DPC 2023 Summer Tour - Eastern Europe Division 1,One Move,radiant,24,WIN,35:21,Chaos Knight,Tinker,Beastmaster,Mirana,Crystal Maiden
20431,615,1,DPC 2023 Summer Tour - Eastern Europe Division 1,UALEIKUMNIHAO,dire,10,LOSE,35:21,Terrorblade,Queen of Pain,Tidehunter,Clockwerk,Pugna
20432,615,2,DPC 2023 Summer Tour - Eastern Europe Division 1,One Move,dire,36,WIN,40:25,Slark,Timbersaw,Doom,Mirana,Crystal Maiden
20433,615,2,DPC 2023 Summer Tour - Eastern Europe Division 1,UALEIKUMNIHAO,radiant,13,LOSE,40:25,Alchemist,Enigma,Underlord,Jakiro,Undying
20434,616,1,DPC 2023 Summer Tour - Eastern Europe Division 1,Hydra,dire,32,WIN,58:32,Lifestealer,Batrider,Doom,Techies,Enchantress
20435,616,1,DPC 2023 Summer Tour - Eastern Europe Division 1,Nemiga Gaming,radiant,21,LOSE,58:32,Terrorblade,Tiny,Underlord,Clockwerk,Keeper of the Light
20436,616,2,DPC 2023 Summer Tour - Eastern Europe Division 1,Hydra,dire,33,WIN,37:22,Ursa,Storm Spirit,Alchemist,Rubick,Keeper of the Light
20437,616,2,DPC 2023 Summer Tour - Eastern Europe Division 1,Nemiga Gaming,radiant,10,LOSE,37:22,Bloodseeker,Puck,Doom,Monkey King,Silencer
20438,617,1,DPC 2023 Summer Tour - Eastern Europe Division 1,Hydra,dire,19,WIN,22:27,Faceless Void,Batrider,Beastmaster,Rubick,Pugna
20439,617,1,DPC 2023 Summer Tour - Eastern Europe Division 1,UALEIKUMNIHAO,radiant,12,LOSE,22:27,Bloodseeker,Void Spirit,Death Prophet,Bounty Hunter,Techies
20440,617,2,DPC 2023 Summer Tour - Eastern Europe Division 1,Hydra,radiant,26,WIN,31:25,Juggernaut,Puck,Magnus,Dark Willow,Pugna
20441,617,2,DPC 2023 Summer Tour - Eastern Europe Division 1,UALEIKUMNIHAO,dire,10,LOSE,31:25,Ursa,Storm Spirit,Venomancer,Earth Spirit,Techies
20442,618,1,DPC 2023 Summer Tour - Eastern Europe Division 1,Nemiga Gaming,radiant,24,WIN,26:14,Morphling,Batrider,Doom,Rubick,Techies
20443,618,1,DPC 2023 Summer Tour - Eastern Europe Division 1,UALEIKUMNIHAO,dire,8,LOSE,26:14,Terrorblade,Ember Spirit,Venomancer,Spirit Breaker,Skywrath Mage
20444,618,2,DPC 2023 Summer Tour - Eastern Europe Division 1,Nemiga Gaming,dire,49,WIN,58:07,Juggernaut,Queen of Pain,Spirit Breaker,Techies,Silencer
20445,618,2,DPC 2023 Summer Tour - Eastern Europe Division 1,UALEIKUMNIHAO,radiant,45,LOSE,58:07,Medusa,Ember Spirit,Batrider,Rubick,Bounty Hunter
20446,619,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Talon Esports,dire,20,LOSE,37:29,Medusa,Void Spirit,Dark Seer,Techies,Silencer
20447,619,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Execration,radiant,21,WIN,37:29,Morphling,Pangolier,Underlord,Shadow Demon,Disruptor
20448,619,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Talon Esports,dire,43,WIN,52:57,Slark,Windranger,Timbersaw,Techies,Lich
20449,619,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Execration,radiant,12,LOSE,52:57,Templar Assassin,Void Spirit,Beastmaster,Rubick,Enchantress
20450,619,3,DPC 2023 Summer Tour - Southeast Asia Division 1,Talon Esports,radiant,31,LOSE,38:58,Storm Spirit,Void Spirit,Magnus,Spirit Breaker,Silencer
20451,619,3,DPC 2023 Summer Tour - Southeast Asia Division 1,Execration,dire,23,WIN,38:58,Bloodseeker,Ember Spirit,Venomancer,Enchantress,Beastmaster
20452,620,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Talon Esports,dire,29,WIN,41:36,Alchemist,Ember Spirit,Beastmaster,Techies,Disruptor
20453,620,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Blacklist International,radiant,4,LOSE,41:36,Phantom Assassin,Timbersaw,Venomancer,Keeper of the Light,Pangolier
20454,620,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Talon Esports,dire,37,WIN,54:56,Faceless Void,Storm Spirit,Underlord,Bounty Hunter,Pugna
20455,620,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Blacklist International,radiant,33,LOSE,54:56,Terrorblade,Ember Spirit,Brewmaster,Keeper of the Light,Vengeful Spirit
20456,621,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Talon Esports,radiant,35,WIN,36:16,Bloodseeker,Void Spirit,Underlord,Enchantress,Pugna
20457,621,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Team SMG,dire,11,LOSE,36:16,Terrorblade,Pangolier,Venomancer,Skywrath Mage,Doom
20458,621,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Talon Esports,dire,55,WIN,68:02,Phantom Lancer,Windranger,Pangolier,Pugna,Underlord
20459,621,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Team SMG,radiant,50,LOSE,68:02,Terrorblade,Timbersaw,Earth Spirit,Techies,Crystal Maiden
20460,622,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Talon Esports,dire,38,WIN,28:35,Terrorblade,Pangolier,Magnus,Techies,Silencer
20461,622,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Army Geniuses,radiant,11,LOSE,28:35,Naga Siren,Winter Wyvern,Venomancer,Mirana,Doom
20462,622,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Talon Esports,dire,34,WIN,37:27,Slark,Void Spirit,Beastmaster,Techies,Lich
20463,622,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Army Geniuses,radiant,14,LOSE,37:27,Ember Spirit,Windranger,Magnus,Undying,Oracle
20464,623,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Talon Esports,radiant,25,LOSE,45:17,Bloodseeker,Windranger,Beastmaster,Pugna,Alchemist
20465,623,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Bleed Esports,dire,30,WIN,45:17,Terrorblade,Void Spirit,Doom,Disruptor,Silencer
20466,623,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Talon Esports,dire,27,LOSE,48:54,Medusa,Pangolier,Legion Commander,Techies,Disruptor
20467,623,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Bleed Esports,radiant,36,WIN,48:54,Naga Siren,Void Spirit,Magnus,Elder Titan,Silencer
20468,624,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Talon Esports,dire,23,WIN,30:01,Templar Assassin,Void Spirit,Doom,Spirit Breaker,Pugna
20469,624,1,DPC 2023 Summer Tour - Southeast Asia Division 1,BOOM Esports,radiant,8,LOSE,30:01,Bloodseeker,Death Prophet,Pangolier,Techies,Oracle
20470,624,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Talon Esports,radiant,14,LOSE,41:57,Faceless Void,Windranger,Void Spirit,Spirit Breaker,Pugna
20471,624,2,DPC 2023 Summer Tour - Southeast Asia Division 1,BOOM Esports,dire,28,WIN,41:57,Medusa,Ember Spirit,Pangolier,Clockwerk,Techies
20472,624,3,DPC 2023 Summer Tour - Southeast Asia Division 1,Talon Esports,radiant,9,LOSE,42:40,Terrorblade,Void Spirit,Doom,Shadow Demon,Enchantress
20473,624,3,DPC 2023 Summer Tour - Southeast Asia Division 1,BOOM Esports,dire,16,WIN,42:40,Naga Siren,Kunkka,Medusa,Mirana,Techies
20474,625,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Talon Esports,dire,35,WIN,44:19,Slark,Void Spirit,Beastmaster,Dark Willow,Lich
20475,625,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Xerxia,radiant,20,LOSE,44:19,Muerta,Ember Spirit,Timbersaw,Phoenix,Spirit Breaker
20476,625,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Talon Esports,radiant,30,WIN,26:06,Slark,Void Spirit,Beastmaster,Techies,Lich
20477,625,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Xerxia,dire,8,LOSE,26:06,Terrorblade,Ember Spirit,Doom,Winter Wyvern,Undying
20478,626,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Execration,dire,11,LOSE,32:20,Meepo,Pangolier,Magnus,Skywrath Mage,Crystal Maiden
20479,626,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Blacklist International,radiant,41,WIN,32:20,Alchemist,Queen of Pain,Doom,Techies,Lich
20480,626,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Execration,radiant,11,LOSE,31:15,Phantom Lancer,Ember Spirit,Magnus,Oracle,Crystal Maiden
20481,626,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Blacklist International,dire,49,WIN,31:15,Morphling,Batrider,Pangolier,Rubick,Techies
20482,627,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Execration,radiant,22,LOSE,50:37,Medusa,Ember Spirit,Doom,Vengeful Spirit,Pugna
20483,627,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Team SMG,dire,41,WIN,50:37,Slark,Shadow Demon,Underlord,Rubick,Bloodseeker
20484,627,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Execration,dire,34,WIN,34:52,Alchemist,Templar Assassin,Underlord,Rubick,Disruptor
20485,627,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Team SMG,radiant,21,LOSE,34:52,Lone Druid,Pangolier,Bloodseeker,Techies,Lich
20486,627,3,DPC 2023 Summer Tour - Southeast Asia Division 1,Execration,radiant,20,WIN,56:53,Templar Assassin,Void Spirit,Underlord,Rubick,Bane
20487,627,3,DPC 2023 Summer Tour - Southeast Asia Division 1,Team SMG,dire,36,LOSE,56:53,Bloodseeker,Beastmaster,Pangolier,Keeper of the Light,Venomancer
20488,628,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Execration,dire,38,WIN,38:08,Ember Spirit,Beastmaster,Magnus,Venomancer,Enchantress
20489,628,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Army Geniuses,radiant,27,LOSE,38:08,Naga Siren,Storm Spirit,Batrider,Clockwerk,Crystal Maiden
20490,628,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Execration,radiant,19,LOSE,42:37,Terrorblade,Pangolier,Omniknight,Keeper of the Light,Disruptor
20491,628,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Army Geniuses,dire,41,WIN,42:37,Arc Warden,Ember Spirit,Venomancer,Spirit Breaker,Pugna
20492,628,3,DPC 2023 Summer Tour - Southeast Asia Division 1,Execration,dire,34,WIN,55:24,Muerta,Void Spirit,Doom,Clockwerk,Enchantress
20493,628,3,DPC 2023 Summer Tour - Southeast Asia Division 1,Army Geniuses,radiant,36,LOSE,55:24,Clinkz,Dragon Knight,Magnus,Techies,Bloodseeker
20494,629,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Execration,radiant,33,WIN,40:07,Void Spirit,Magnus,Underlord,Rubick,Crystal Maiden
20495,629,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Bleed Esports,dire,13,LOSE,40:07,Monkey King,Tinker,Doom,Skywrath Mage,Disruptor
20496,629,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Execration,radiant,16,LOSE,44:43,Medusa,Puck,Magnus,Bounty Hunter,Disruptor
20497,629,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Bleed Esports,dire,22,WIN,44:43,Naga Siren,Batrider,Dragon Knight,Crystal Maiden,Enchantress
20498,629,3,DPC 2023 Summer Tour - Southeast Asia Division 1,Execration,dire,8,LOSE,38:50,Huskar,Beastmaster,Marci,Techies,Lich
20499,629,3,DPC 2023 Summer Tour - Southeast Asia Division 1,Bleed Esports,radiant,32,WIN,38:50,Terrorblade,Void Spirit,Brewmaster,Warlock,Enchantress
20500,630,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Execration,dire,21,LOSE,44:02,Medusa,Void Spirit,Venomancer,Earth Spirit,Techies
20501,630,1,DPC 2023 Summer Tour - Southeast Asia Division 1,BOOM Esports,radiant,31,WIN,44:02,Naga Siren,Ember Spirit,Doom,Elder Titan,Disruptor
20502,630,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Execration,radiant,44,WIN,70:01,Terrorblade,Ember Spirit,Underlord,Mirana,Techies
20503,630,2,DPC 2023 Summer Tour - Southeast Asia Division 1,BOOM Esports,dire,48,LOSE,70:01,Monkey King,Pangolier,Doom,Pugna,Disruptor
20504,630,3,DPC 2023 Summer Tour - Southeast Asia Division 1,Execration,dire,20,WIN,43:20,Muerta,Clinkz,Pangolier,Techies,Beastmaster
20505,630,3,DPC 2023 Summer Tour - Southeast Asia Division 1,BOOM Esports,radiant,26,LOSE,43:20,Monkey King,Kunkka,Tidehunter,Mirana,Oracle
20506,631,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Execration,radiant,26,WIN,71:39,Monkey King,Mirana,Underlord,Snapfire,Techies
20507,631,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Xerxia,dire,24,LOSE,71:39,Slark,Queen of Pain,Doom,Phoenix,Pugna
20508,631,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Execration,dire,35,WIN,45:23,Clinkz,Pangolier,Magnus,Earth Spirit,Techies
20509,631,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Xerxia,radiant,35,LOSE,45:23,Lifestealer,Ember Spirit,Underlord,Dark Willow,Enchantress
20510,632,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Blacklist International,radiant,45,WIN,49:18,Monkey King,Pangolier,Spirit Breaker,Grimstroke,Enchantress
20511,632,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Team SMG,dire,26,LOSE,49:18,Terrorblade,Beastmaster,Earth Spirit,Skywrath Mage,Crystal Maiden
20512,632,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Blacklist International,radiant,36,WIN,33:04,Terrorblade,Windranger,Pangolier,Abaddon,Doom
20513,632,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Team SMG,dire,6,LOSE,33:04,Naga Siren,Void Spirit,Venomancer,Bane,Batrider
20514,633,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Blacklist International,dire,27,WIN,30:38,Monkey King,Pangolier,Magnus,Techies,Enchantress
20515,633,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Army Geniuses,radiant,6,LOSE,30:38,Naga Siren,Storm Spirit,Mars,Keeper of the Light,Silencer
20516,633,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Blacklist International,radiant,26,WIN,46:21,Monkey King,Tidehunter,Pangolier,Dark Willow,Lich
20517,633,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Army Geniuses,dire,10,LOSE,46:21,Faceless Void,Ember Spirit,Beastmaster,Skywrath Mage,Rubick
20518,634,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Blacklist International,radiant,9,LOSE,40:53,Alchemist,Windranger,Dragon Knight,Lich,Bloodseeker
20519,634,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Bleed Esports,dire,13,WIN,40:53,Medusa,Ember Spirit,Beastmaster,Keeper of the Light,Witch Doctor
20520,634,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Blacklist International,radiant,28,WIN,35:59,Templar Assassin,Ember Spirit,Doom,Techies,Enchantress
20521,634,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Bleed Esports,dire,8,LOSE,35:59,Alchemist,Pangolier,Magnus,Dark Willow,Disruptor
20522,634,3,DPC 2023 Summer Tour - Southeast Asia Division 1,Blacklist International,dire,26,WIN,61:25,Faceless Void,Windranger,Tidehunter,Venomancer,Pangolier
20523,634,3,DPC 2023 Summer Tour - Southeast Asia Division 1,Bleed Esports,radiant,22,LOSE,61:25,Slark,Batrider,Magnus,Void Spirit,Silencer
20524,635,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Blacklist International,radiant,21,WIN,39:26,Medusa,Pangolier,Magnus,Rubick,Keeper of the Light
20525,635,1,DPC 2023 Summer Tour - Southeast Asia Division 1,BOOM Esports,dire,19,LOSE,39:26,Templar Assassin,Batrider,Timbersaw,Skywrath Mage,Disruptor
20526,635,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Blacklist International,dire,36,WIN,50:22,Bloodseeker,Queen of Pain,Doom,Techies,Rubick
20527,635,2,DPC 2023 Summer Tour - Southeast Asia Division 1,BOOM Esports,radiant,18,LOSE,50:22,Alchemist,Storm Spirit,Mars,Keeper of the Light,Crystal Maiden
20528,636,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Blacklist International,radiant,14,LOSE,47:31,Medusa,Batrider,Visage,Rubick,Spirit Breaker
20529,636,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Xerxia,dire,35,WIN,47:31,Slark,Ember Spirit,Doom,Shadow Demon,Mirana
20530,636,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Blacklist International,dire,7,LOSE,39:28,Terrorblade,Storm Spirit,Magnus,Disruptor,Enchantress
20531,636,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Xerxia,radiant,32,WIN,39:28,Templar Assassin,Batrider,Pangolier,Dark Willow,Bounty Hunter
20532,637,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Team SMG,radiant,10,LOSE,31:34,Clinkz,Timbersaw,Doom,Oracle,Medusa
20533,637,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Army Geniuses,dire,37,WIN,31:34,Phantom Lancer,Shadow Fiend,Magnus,Techies,Bane
20534,637,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Team SMG,dire,51,WIN,50:53,Luna,Ember Spirit,Venomancer,Techies,Doom
20535,637,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Army Geniuses,radiant,21,LOSE,50:53,Alchemist,Void Spirit,Magnus,Keeper of the Light,Crystal Maiden
20536,637,3,DPC 2023 Summer Tour - Southeast Asia Division 1,Team SMG,dire,31,WIN,24:49,Faceless Void,Keeper of the Light,Doom,Earth Spirit,Oracle
20537,637,3,DPC 2023 Summer Tour - Southeast Asia Division 1,Army Geniuses,radiant,3,LOSE,24:49,Terrorblade,Kunkka,Centaur Warrunner,Rubick,Pugna
20538,638,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Team SMG,dire,34,WIN,49:10,Terrorblade,Pangolier,Venomancer,Skywrath Mage,Doom
20539,638,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Bleed Esports,radiant,22,LOSE,49:10,Bloodseeker,Tinker,Batrider,Io,Crystal Maiden
20540,638,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Team SMG,radiant,22,LOSE,46:24,Bloodseeker,Keeper of the Light,Magnus,Crystal Maiden,Alchemist
20541,638,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Bleed Esports,dire,30,WIN,46:24,Terrorblade,Silencer,Pangolier,Techies,Beastmaster
20542,638,3,DPC 2023 Summer Tour - Southeast Asia Division 1,Team SMG,dire,33,LOSE,51:25,Clinkz,Ember Spirit,Timbersaw,Techies,Medusa
20543,638,3,DPC 2023 Summer Tour - Southeast Asia Division 1,Bleed Esports,radiant,27,WIN,51:25,Alchemist,Void Spirit,Underlord,Enchantress,Silencer
20544,639,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Team SMG,radiant,29,WIN,36:19,Alchemist,Keeper of the Light,Doom,Crystal Maiden,Pangolier
20545,639,1,DPC 2023 Summer Tour - Southeast Asia Division 1,BOOM Esports,dire,11,LOSE,36:19,Sven,Ember Spirit,Magnus,Mirana,Snapfire
20546,639,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Team SMG,dire,30,WIN,39:40,Slark,Alchemist,Venomancer,Spirit Breaker,Techies
20547,639,2,DPC 2023 Summer Tour - Southeast Asia Division 1,BOOM Esports,radiant,21,LOSE,39:40,Luna,Ember Spirit,Pangolier,Keeper of the Light,Lich
20548,640,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Team SMG,dire,31,WIN,34:42,Lone Druid,Pangolier,Venomancer,Techies,Bloodseeker
20549,640,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Xerxia,radiant,13,LOSE,34:42,Sniper,Ember Spirit,Batrider,Rubick,Bounty Hunter
20550,640,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Team SMG,radiant,41,WIN,41:37,Slark,Pangolier,Bloodseeker,Shadow Demon,Rubick
20551,640,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Xerxia,dire,19,LOSE,41:37,Medusa,Ember Spirit,Doom,Snapfire,Pugna
20552,641,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Army Geniuses,dire,6,LOSE,30:11,Morphling,Batrider,Magnus,Spirit Breaker,Silencer
20553,641,1,DPC 2023 Summer Tour - Southeast Asia Division 1,Bleed Esports,radiant,21,WIN,30:11,Naga Siren,Void Spirit,Abaddon,Techies,Enchantress
20554,641,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Army Geniuses,dire,9,LOSE,33:11,Faceless Void,Kunkka,Spirit Breaker,Mirana,Pugna
20555,641,2,DPC 2023 Summer Tour - Southeast Asia Division 1,Bleed Esports,radiant,29,WIN,33:11,Terrorblade,Void Spirit,Beastmaster,Dark Willow,Silencer
